JS file,View/layout using it,JS function/event,API URL,HTTP method,Controller/action,Controller parameters,JS parameters,DBConnection method,Package/procedure,Package spec exists,Package body exists,DB hardening,Status,Issue found,Recommended fix
AIS\wwwroot\js\csp\Views_Setup_authorize_remove_duplicate_process.js:25,AIS\Views\Setup\authorize_remove_duplicate_process.cshtml:72,getProcessesForMergeDuplicate,/ApiCalls/get_duplicate_Processes,POST,ApiCalls.get_duplicate_Processes,PROCESS_ID,PROCESS_ID,GetDuplicateProcesses,pkg_ad.p_Get_Checklist_MERGER_FOR_REVIEW,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_authorize_remove_duplicate_process.js:47,AIS\Views\Setup\authorize_remove_duplicate_process.cshtml:72,authorizeMergeDuplicate,/ApiCalls/authorize_merge_duplicate_process,POST,ApiCalls.authorize_merge_duplicate_process,"PROCESS_ID, AUTH_P_IDS","AUTH_P_IDS, PROCESS_ID",AuthorizeMergeDuplicateProcesses,pkg_ad.P_AUTHORIZE_MERGER_CHECKLIST,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_authorize_remove_duplicate_sub_process.js:26,AIS\Views\Setup\authorize_remove_duplicate_sub_process.cshtml:77,getProcessesForMergeDuplicate,/ApiCalls/get_duplicate_Sub_Processes,POST,ApiCalls.get_duplicate_Sub_Processes,SUB_PROCESS_ID,SUB_PROCESS_ID,GetDuplicateSubProcesses,pkg_ad.p_Get_sub_Checklist_MERGER_FOR_REVIEW,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_authorize_remove_duplicate_sub_process.js:48,AIS\Views\Setup\authorize_remove_duplicate_sub_process.cshtml:77,authorizeMergeDuplicate,/ApiCalls/authorize_merge_duplicate_sub_process,POST,ApiCalls.authorize_merge_duplicate_sub_process,"SUB_PROCESS_ID, AUTH_S_P_IDS","AUTH_S_P_IDS, SUB_PROCESS_ID",AuthorizeMergeDuplicateSubProcesses,pkg_ad.P_AUTHORIZE_MERGER_CHECKLIST_SUB,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_branches.js:61,AIS\Views\Setup\branches.cshtml:171,publishBranchChanges,/Setup/branch_add,POST,Setup.branch_add,br,"BRANCHCODE, BRANCHID, BRANCHNAME, BRANCH_SIZE, BRANCH_SIZE_ID, ISACTIVE, ZONEID, ZONE_NAME",AddBranch,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\csp\Views_Setup_branches.js:61,AIS\Views\Setup\branches.cshtml:171,publishBranchChanges,/Setup/branch_add,POST,Setup.branch_add,br,"BRANCHCODE, BRANCHID, BRANCHNAME, BRANCH_SIZE, BRANCH_SIZE_ID, ISACTIVE, ZONEID, ZONE_NAME",UpdateBranch,,,,,Broken,Controller calls a DBConnection method that is not active or not indexed. | Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties. | Restore active DBConnection method or redirect controller to the replacement method.
AIS\wwwroot\js\setup-checklist-dashboard.js:195,AIS\Views\Setup\Checklist_Dashboard.cshtml:55,loadStep,,GET,,,,,,,,,Needs manual review,API URL is dynamic or could not be statically resolved. | Dynamic endpoint expression,Verify runtime URL source in the referencing view.
AIS\wwwroot\js\csp\Views_Setup_compliance_hierarchy.js:11,AIS\Views\Setup\compliance_hierarchy.cshtml:189,getComplianceHierarchy,/ApiCalls/get_compliance_hierarchy,POST,ApiCalls.get_compliance_hierarchy,,,GetComplianceHierarchies,pkg_ad.p_get_compliance_hierarchy,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_compliance_hierarchy.js:68,AIS\Views\Setup\compliance_hierarchy.cshtml:189,publishAddNewComplianceHierarchy,/ApiCalls/add_compliance_hierarchy,POST,ApiCalls.add_compliance_hierarchy,"ENTITY_ID, REVIEWER_PP, AUTHORIZER_PP","AUTHORIZER_PP, ENTITY_ID, REVIEWER_PP",AddComplianceHierarchy,pkg_ad.P_ADD_COM_OFFICER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_compliance_hierarchy.js:95,AIS\Views\Setup\compliance_hierarchy.cshtml:189,publishUpdateComplianceHierarchy,/ApiCalls/update_compliance_hierarchy,POST,ApiCalls.update_compliance_hierarchy,"ENTITY_ID, REVIEWER_PP, AUTHORIZER_PP, COMPLIANCE_KEY","AUTHORIZER_PP, COMPLIANCE_KEY, ENTITY_ID, REVIEWER_PP",UpdateComplianceHierarchy,pkg_ad.P_UPDATE_COM_OFFICER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_compliance_hierarchy.js:124,AIS\Views\Setup\compliance_hierarchy.cshtml:189,getMatchedPP,/ApiCalls/get_employee_name_from_pp,POST,ApiCalls.get_employee_name_from_pp,PP_NO,PP_NO,GetEmployeeNameFromPPNO,pkg_ar.P_get_employees_information,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_departments.js:59,AIS\Views\Setup\departments.cshtml:143,publishDepartmentChanges,/Setup/department_add,POST,,,"AUDITED_BY_DEPID, code, div_id, id, name, status",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Setup_divisions.js:55,AIS\Views\Setup\divisions.cshtml:119,publishDivisionChanges,/Setup/division_add,POST,,,"code, description, id, name, status",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Setup_inspection_unit.js:55,AIS\Views\Setup\inspection_unit.cshtml:120,publishICChanges,/Setup/Inspection_Units_add,POST,,,"code, description, id, name, status",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Setup_manage_annexure.js:130,AIS\Views\Setup\manage_annexure.cshtml:265,updateAnnexure,/ApiCalls/update_annexure,POST,ApiCalls.update_annexure,"ANNEX_ID, PROCESS_ID, FUNCTION_OWNER_ID, FUNCTION_ID_1, FUNCTION_ID_2, HEADING, RISK_ID, MAX_NUMBER, GRAVITY, WEIGHTAGE","ANNEX_ID, FUNCTION_ID_1, FUNCTION_ID_2, FUNCTION_OWNER_ID, GRAVITY, HEADING, MAX_NUMBER, PROCESS_ID, RISK_ID, WEIGHTAGE",UpdateAnnexure,pkg_ad.p_update_annexure,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_annexure.js:153,AIS\Views\Setup\manage_annexure.cshtml:265,success,/ApiCalls/add_annexure,POST,ApiCalls.add_annexure,"ANNEX_CODE, PROCESS_ID, FUNCTION_OWNER_ID, FUNCTION_ID_1, FUNCTION_ID_2, HEADING, RISK_ID, MAX_NUMBER, GRAVITY, WEIGHTAGE","ANNEX_CODE, FUNCTION_ID_1, FUNCTION_ID_2, FUNCTION_OWNER_ID, GRAVITY, HEADING, MAX_NUMBER, PROCESS_ID, RISK_ID, WEIGHTAGE",AddAnnexure,pkg_ad.P_ADD_ANNEXURE,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:41,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,ShowDepartmentAuditPeriods,/Planning/audit_periods,POST,,,"dept_code, option",,,,,,Broken,API URL does not map to an active controller action.,Correct the JS endpoint or add/restore an active controller action only if this flow is still used.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:59,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,success,/ApiCalls/GetAuditTeams,POST,ApiCalls.GetAuditTeams,dept_code,"dept_code, option",GetAuditTeams,pkg_pg.P_GetAuditTeams,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:89,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,ShowSelectedZonesBranches,/ApiCalls/GetZoneBranches,POST,ApiCalls.GetZoneBranches,"zone_code, session_check","option, zone_code",GetBranches,pkg_ad.P_GetBranches,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:125,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,pkg_rpt.R_GetDepartments,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:125,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,ShowSelectedDivisionDepartments,/ApiCalls/GetDivDepartments,POST,ApiCalls.GetDivDepartments,div_code,"div_code, option",GetDepartments,PKG_RPT.P_GetDepartments,No,No,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,Controller uses complex model binding; JS data keys require model-level verification. | Package procedure missing from checked-in source: PKG_RPT.P_GetDepartments,Confirm JS data keys match the bound request/model properties. | Extract live DB package source or confirm obsolete/replaced flow before adding declarations.
AIS\wwwroot\js\csp\Views_Setup_Manage_audit_zone_branches.js:239,AIS\Views\Setup\Manage_audit_zone_branches.cshtml:100,publishNewAuditPlanChanges,/ApiCalls/AddAuditPlan,POST,ApiCalls.AddAuditPlan,plan,"AUDITPERIOD_FROM, AUDITPERIOD_ID, AUDITPERIOD_TO, AUDIT_CONDUCTBY_DEPT, AUDIT_ENDDATE, AUDIT_STARTDATE, AUDIT_ZONEID, BRANCHID, DEPARTMENT_ID, DESCRIPTION, DIVISION_ID, NO_OF_DAYS_AUDIT, STATUS, TEAM_CONST_ID",,,,,,Needs manual review,Controller uses complex model binding; JS data keys require model-level verification.,Confirm JS data keys match the bound request/model properties.
AIS\wwwroot\js\csp\Views_Setup_manage_checklist.js:48,AIS\Views\Setup\manage_checklist.cshtml:138; AIS\Views\Setup\DashboardPartials\_ManageChecklist.cshtml:132,updateSubProcess,/ApiCalls/update_audit_checklist,POST,ApiCalls.update_audit_checklist,"PROCESS_ID, HEADING, ACTIVE, RISK_SEQUENCE, RISK_WEIGHTAGE","ACTIVE, HEADING, PROCESS_ID, RISK_SEQUENCE, RISK_WEIGHTAGE",UpdateAuditChecklist,pkg_ad.P_audit_checklist_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_checklist.js:66,AIS\Views\Setup\manage_checklist.cshtml:138; AIS\Views\Setup\DashboardPartials\_ManageChecklist.cshtml:132,success,/ApiCalls/add_audit_checklist,POST,ApiCalls.add_audit_checklist,"HEADING, ENTITY_TYPE_ID, RISK_SEQUENCE, RISK_WEIGHTAGE","ACTIVE, ENTITY_TYPE_ID, HEADING, RISK_SEQUENCE, RISK_WEIGHTAGE",AddAuditChecklist,pkg_ad.P_audit_checklist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: active,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Setup_manage_checklist_detail.js:112,AIS\Views\Setup\manage_checklist_detail.cshtml:459; AIS\Views\Setup\DashboardPartials\_ManageChecklistDetail.cshtml:453,updateSubProcess,/ApiCalls/update_audit_checklist_detail,POST,ApiCalls.update_audit_checklist_detail,"PROCESS_DETAIL_ID, PROCESS_ID, SUB_PROCESS_ID, HEADING, V_ID, CONTROL_ID, ROLE_ID, RISK_ID, ANNEX_CODE","ANNEX_CODE, CONTROL_ID, HEADING, PROCESS_DETAIL_ID, PROCESS_ID, RISK_ID, ROLE_ID, SUB_PROCESS_ID, V_ID",UpdateAuditChecklistDetail,pkg_ad.audit_checklist_detail_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_checklist_detail.js:140,AIS\Views\Setup\manage_checklist_detail.cshtml:459; AIS\Views\Setup\DashboardPartials\_ManageChecklistDetail.cshtml:453,getAuditSubChecklist,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_checklist_detail.js:169,AIS\Views\Setup\manage_checklist_detail.cshtml:459; AIS\Views\Setup\DashboardPartials\_ManageChecklistDetail.cshtml:453,getAuditSubChecklistForModal,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_checklist_detail.js:201,AIS\Views\Setup\manage_checklist_detail.cshtml:459; AIS\Views\Setup\DashboardPartials\_ManageChecklistDetail.cshtml:453,ShowSubChecklist,/ApiCalls/get_audit_checklist_detail,POST,ApiCalls.get_audit_checklist_detail,SUB_PROCESS_ID,SUB_PROCESS_ID,GetAuditChecklistDetail,pkg_ad.p_GetChecklistDetailBySubProcessId,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_checklist_detail.js:229,AIS\Views\Setup\manage_checklist_detail.cshtml:459; AIS\Views\Setup\DashboardPartials\_ManageChecklistDetail.cshtml:453,getSubChecklistForNewEntry,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_checklist_detail.js:249,AIS\Views\Setup\manage_checklist_detail.cshtml:459; AIS\Views\Setup\DashboardPartials\_ManageChecklistDetail.cshtml:453,getSubChecklistOfProcess,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,PROCESS_ID,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_checklist_detail.js:327,AIS\Views\Setup\manage_checklist_detail.cshtml:459; AIS\Views\Setup\DashboardPartials\_ManageChecklistDetail.cshtml:453,addProcessDetail,/ApiCalls/add_audit_checklist_detail,POST,ApiCalls.add_audit_checklist_detail,"PROCESS_ID, SUB_PROCESS_ID, HEADING, V_ID, CONTROL_ID, ROLE_ID, RISK_ID, ANNEX_CODE","ANNEX_CODE, CONTROL_ID, HEADING, PROCESS_ID, RISK_ID, ROLE_ID, SUB_PROCESS_ID, V_ID",AddAuditChecklistDetail,pkg_ad.P_audit_checklist_detail,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_sub_checklist.js:40,AIS\Views\Setup\manage_sub_checklist.cshtml:136; AIS\Views\Setup\DashboardPartials\_ManageSubChecklist.cshtml:130,openUpdateSubCheclist,/ApiCalls/get_checklist_details_for_sub_process,POST,ApiCalls.get_checklist_details_for_sub_process,SUB_PROCESS_ID,SUB_PROCESS_ID,GetChecklistDetailForSubProcess,pkg_ad.p_get_checklistdetail_for_subchecklist,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_sub_checklist.js:87,AIS\Views\Setup\manage_sub_checklist.cshtml:136; AIS\Views\Setup\DashboardPartials\_ManageSubChecklist.cshtml:130,updateSubProcess,/ApiCalls/update_audit_sub_checklist,POST,ApiCalls.update_audit_sub_checklist,"PROCESS_ID, OLD_PROCESS_ID, SUB_PROCESS_ID, HEADING, ENTITY_TYPE_ID, RISK_SEQUENCE, RISK_WEIGHTAGE","ENTITY_TYPE_ID, HEADING, OLD_PROCESS_ID, PROCESS_ID, RISK_SEQUENCE, RISK_WEIGHTAGE, SUB_PROCESS_ID",UpdateAuditSubChecklist,pkg_ad.P_audit_checklist_sub_update,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_sub_checklist.js:108,AIS\Views\Setup\manage_sub_checklist.cshtml:136; AIS\Views\Setup\DashboardPartials\_ManageSubChecklist.cshtml:130,success,/ApiCalls/add_audit_sub_checklist,POST,ApiCalls.add_audit_sub_checklist,"PROCESS_ID, ENTITY_TYPE_ID, HEADING, RISK_SEQUENCE, RISK_WEIGHTAGE","ENTITY_TYPE_ID, HEADING, PROCESS_ID, RISK_SEQUENCE, RISK_WEIGHTAGE",AddAuditSubChecklist,pkg_ad.P_audit_checklist_sub,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_manage_sub_checklist.js:131,AIS\Views\Setup\manage_sub_checklist.cshtml:136; AIS\Views\Setup\DashboardPartials\_ManageSubChecklist.cshtml:130,ShowSubChecklist,/ApiCalls/get_audit_sub_checklist,POST,ApiCalls.get_audit_sub_checklist,PROCESS_ID,,GetAuditSubChecklist,pkg_ad.p_GET_SUB_CHECKLIST_MAKER,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=N/A,Verified,,
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:25,AIS\Views\Setup\para_migration.cshtml:83,getEntityDetailsByName,/ApiCalls/get_hr_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_hr_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE","ENTITY_CODE, ENTITY_NAME",GetHREntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_HR_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:55,AIS\Views\Setup\para_migration.cshtml:83,getEntityDetailsByCode,/ApiCalls/get_hr_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_hr_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE","ENTITY_CODE, ENTITY_NAME",GetHREntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_HR_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:81,AIS\Views\Setup\para_migration.cshtml:83,getAISEntityDetailsByName,/ApiCalls/get_ais_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, ENT_TYPE_ID","ENTITY_CODE, ENTITY_NAME",GetAISEntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_AIS_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:114,AIS\Views\Setup\para_migration.cshtml:83,getAISEntityDetailsByCode,/ApiCalls/get_ais_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, ENT_TYPE_ID","ENTITY_CODE, ENTITY_NAME",GetAISEntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_AIS_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:173,AIS\Views\Setup\para_migration.cshtml:83,saveUpdateChangesInAISEntity,/ApiCalls/update_ais_entity_for_admin_panel_entity_addition,POST,ApiCalls.update_ais_entity_for_admin_panel_entity_addition,"ENTITY_ID, ENTITY_NAME, ENTITY_CODE, AUDITABLE, AUDIT_BY_ID, ENTITY_TYPE_ID, ENT_DESC, STATUS","AUDITABLE, AUDIT_BY_ID, ENTITY_CODE, ENTITY_ID, ENTITY_NAME, ENTITY_TYPE_ID, ENT_DESC, STATUS",UpdateAISEntityForAdminPanelEntityAddition,pkg_ad.P_UpdateENTITIEES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:197,AIS\Views\Setup\para_migration.cshtml:83,saveAddInAISEntity,/ApiCalls/add_ais_entity_for_admin_panel_entity_addition,POST,ApiCalls.add_ais_entity_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, AUDITABLE, AUDIT_BY_ID, ENTITY_TYPE_ID, ENT_DESC, STATUS","AUDITABLE, AUDIT_BY_ID, ENTITY_CODE, ENTITY_ID, ENTITY_NAME, ENTITY_TYPE_ID, ENT_DESC, STATUS",AddAISEntityForAdminPanelEntityAddition,pkg_ad.P_InsertENTITIEES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Needs manual review,JS sends parameters not present in controller signature: entity_id,Remove unused JS data keys or add explicit controller parameters if expected.
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:231,AIS\Views\Setup\para_migration.cshtml:83,getEntityExistingMapping,/ApiCalls/get_ais_entity_existing_mapping_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entity_existing_mapping_for_admin_panel_entity_addition,ENTITY_ID,ENTITY_ID,GetAISEntityMappingForAdminPanelEntityAddition,pkg_ad.P_get_auditee_entities_mapping,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:264,AIS\Views\Setup\para_migration.cshtml:83,getEntitiesListByTypeId,/ApiCalls/get_ais_entities_for_admin_panel_entity_addition,POST,ApiCalls.get_ais_entities_for_admin_panel_entity_addition,"ENTITY_NAME, ENTITY_CODE, ENT_TYPE_ID",ENT_TYPE_ID,GetAISEntitiesForAdminPanelEntityAddition,pkg_ad.P_GET_AIS_ENTITIES,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Broken,"JS data is missing controller parameters: entity_code, entity_name",Add the missing JS data keys or update the controller signature if model binding is intentional.
AIS\wwwroot\js\csp\Views_Setup_para_migration.js:300,AIS\Views\Setup\para_migration.cshtml:83,saveInsertAISEntityMapping,/ApiCalls/add_ais_entity_mapping_for_admin_panel_entity_addition,POST,ApiCalls.add_ais_entity_mapping_for_admin_panel_entity_addition,"P_ENTITY_ID, ENTITY_ID, RELATION_TYPE_ID","ENTITY_ID, P_ENTITY_ID, RELATION_TYPE_ID",AddAISEntityMappingForAdminPanelEntityAddition,pkg_ad.P_ADD_ENTITIES_MAPPING,Yes,Yes,StoredProcedure=Yes; BindByName=Yes; Guard=Yes; UsingCon=Yes; UsingCmd=Yes; UsingReader=Yes; SessionBeforeConnection=Yes,Verified,,
