"Pattern","File","Line","Function","Text"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_div_out_paras.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_div_out_paras.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_div_seg_paras.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_div_seg_paras.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_div_seg_paras.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_div_seg_paras.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_div_seg_paras.js","189","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_div_seg_paras.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_div_seg_paras.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_emp_info.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_emp_info.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_emp_info.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_emp_info.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_emp_info.js","189","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_emp_info.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_emp_info.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_eng_plan_delay_analysis_report.js","7","getSettledParas","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_exec_stats.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_exec_stats.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_exec_stats.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_exec_stats.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_exec_stats.js","189","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_exec_stats.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_exec_stats.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_FAD_Audit_Plan.js","36","getauditplanreport","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_FAD_HO_User_Legacy_Para_Performance.js","16","getLegacyUserWisePerformance","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_FAD_Legacy_User_Wise_Performance - Copy.js","16","getLegacyUserWisePerformance","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_FAD_Legacy_Zone_Wise_Performance.js","15","getLegacyUserWisePerformance","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_FAD_Monthly_Review.js","60","entityTypeSelectionChangeEvent","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_FAD_New_Old_Para_Performance.js","13","getReportContents","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_fad_para_res.js","12","div_risksubcategoryShowHide","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_fad_para_res.js","36","div_activityContainerShowHide","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_fad_para_res.js","56","getEntityObservation","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_fad_para_res.js","97","finalCommentsButtonSave","alert(""Please select Concerned Department"");"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_fad_para_res.js","101","finalCommentsButtonSave","alert(""Comments are Mandatory"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_fad_para_res.js","104","finalCommentsButtonSave","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_fad_para_res.js","114","finalCommentsButtonSave","alert(""Successfully done"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_FAD_Process_Function_Wise_Analysis.js","13","getReportContents","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_final_audit_report.js","7","getAuditReports","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_final_audit_report.js","40","downloadSelectedReports","alert(""Please select at least one report."");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_final_audit_report.js","45","downloadAuditReport","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_gist_wise_report.js","5","findParaByGistKeyword","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_glhead_details.js","5","(global)","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_glhead_transaction_details.js","5","(global)","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_group_wise_pages.js","19","getGroupWisePages","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_group_wise_users_count.js","20","getGroupWiseUsersCount","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_ho_total_paras_details.js","7","getFunctionalOwenerList","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_ho_total_paras_details.js","32","getEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_income_expenditure.js","24","get_gl_details","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_join_comp_report.js","5","FindJoiningCompletionData","alert(""Select Department/ Audit Cluster to proceed"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_join_comp_report.js","8","FindJoiningCompletionData","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_loan_report.js","19","getZoneOffice","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_loan_report.js","42","getLoanDetail","alert(""Select Zone Office to proceed"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_loan_report.js","46","getLoanDetail","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_management_au_report_zonewise.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_management_au_report_zonewise.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_management_au_report_zonewise.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_management_au_report_zonewise.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_management_au_report_zonewise.js","189","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_management_au_report_zonewise.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_management_au_report_zonewise.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_master_cdms_trns.js","3","populateTable","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_master_cdms_trns.js","24","populateTable","alert(selectedValue);"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_monthwise_settlement_paras.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_monthwise_settlement_paras.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_monthwise_settlement_paras.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_monthwise_settlement_paras.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_monthwise_settlement_paras.js","189","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_monthwise_settlement_paras.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_monthwise_settlement_paras.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_paras_compliance_summary_report.js","12","getSettledParas","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_para_position.js","14","getParaPosition","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_post_compliance_settlement_report.js","12","getParaForReconsilation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_riskwise_observations.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_riskwise_observations.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_riskwise_observations.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_riskwise_observations.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_riskwise_observations.js","189","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_riskwise_observations.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_riskwise_observations.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_role_activity_logs.js","3","getActivityLog","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_role_wise_user.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_role_wise_user.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_role_wise_user.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_role_wise_user.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_role_wise_user.js","189","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_role_wise_user.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_role_wise_user.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_search_para_text_report.js","7","findParaByGistKeyword","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settled_paras_report.js","9","getSettledParas","alert(""Please select From Date to proceed"");"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settled_paras_report.js","13","getSettledParas","alert(""Please select End Date to proceed"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settled_paras_report.js","20","getSettledParas","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settlement_old_paras.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settlement_old_paras.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settlement_old_paras.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settlement_old_paras.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settlement_old_paras.js","189","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settlement_old_paras.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_settlement_old_paras.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_significant_observations_management_audit.js","46","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_significant_observations_management_audit.js","64","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_significant_observations_management_audit.js","95","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_significant_observations_management_audit.js","124","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_significant_observations_management_audit.js","193","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_significant_observations_management_audit.js","216","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_significant_observations_management_audit.js","246","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_status_wise_compliance.js","8","getrelation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_status_wise_compliance.js","45","getplacepost","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_status_wise_compliance.js","92","getStatusWiseCompliance","alert(""Select Start Date to proceed"");"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_status_wise_compliance.js","104","getStatusWiseCompliance","alert(""Select End Date to proceed"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_status_wise_compliance.js","107","getStatusWiseCompliance","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_user_activity_graph.js","11","ShowDepartmentAuditPeriods","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_user_activity_graph.js","58","publishNewAuditPeriodChanges","alert(""Missing Mandatory fields"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_user_activity_graph.js","75","publishNewAuditPeriodChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_user_activity_logs.js","13","getActivityLog","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_year_wise_all_paras_details.js","11","getAuditParas","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_year_wise_outstanding_paras.js","6","getrelation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_year_wise_outstanding_paras.js","39","getplacepost","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_year_wise_outstanding_paras.js","65","getAISEntityObservation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_year_wise_outstanding_paras.js","105","getEntityWiseDetails","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_year_wise_outstanding_paras.js","130","viewParaText","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zonewise_settlement_paras.js","42","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zonewise_settlement_paras.js","60","ShowDepartmentAuditPeriods","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zonewise_settlement_paras.js","91","ShowSelectedZonesBranches","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zonewise_settlement_paras.js","120","ShowSelectedDivisionDepartments","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zonewise_settlement_paras.js","189","publishNewAuditPlanChanges","alert(""Under Construction"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zonewise_settlement_paras.js","212","publishNewAuditPlanChanges","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zonewise_settlement_paras.js","242","getSubEntities","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zone_branch_wise_para_position_report.js","6","getZoneBranches","$.ajax({"
"alerts","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zone_branch_wise_para_position_report.js","41","getParaPositio","alert(""Please select either Zone or Branch to proceed"");"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zone_branch_wise_para_position_report.js","50","getParaPositio","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_Reports_zone_branch_wise_para_position_report.js","72","viewParaText","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_inherited_risk_branches.js","4","getCOSORisk","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_inherited_risk_dept.js","4","getCOSORisk","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_assessment_divisions.js","5","(global)","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_assessment_entities.js","6","getrelation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_assessment_entities.js","43","getplacepost","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_assessment_entities.js","70","getAuditEngagementPlans","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_assessment_entities.js","91","getAuditeeRisk","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_assessment_entities.js","123","getAuditeeRiskDetails","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_assessment_ent_types.js","5","getAuditeeRiskForEntTypes","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_annex_wise.js","17","getrelation","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_annex_wise.js","54","getplacepost","$.ajax({"
"ajax","C:\Users\Asad Ali\Documents\GitHub\HTTPS-IAS-Production\AIS\wwwroot\js\csp\Views_RiskAssessment_risk_rating_annex_wise.js","81","getEngagementDetails","$.ajax({"
